,RegionName,InventoryRaw_AllHomes
2365777,auroramarionor,30.0
2365778,auroraportageoh,174.0
2365780,austellcobbga,392.0
2365783,austinlonokear,70.0
2365786,austintownmahoningoh,175.0
2365787,austintravistx,4543.0
2365788,austinvillecarrollva,15.0
2365792,avalonalleghenypa,36.0
2365793,avaloncape_maynj,253.0
2365796,aventuramiami_dadefl,2303.0
2365798,averill_parkrensselaerny,30.0
2365808,avon_lakelorainoh,205.0
2365809,avon_parkhighlandsfl,176.0
2365812,avondalemaricopaaz,677.0
2365816,avonhartfordct,169.0
2365817,avonhendricksin,389.0
2365823,awendawcharlestonsc,32.0
2365825,axtonhenryva,40.0
2365826,aydenpittnc,51.0
2365827,aylettking_williamva,68.0
2365829,azletarranttx,232.0
2365830,aztecsan_juannm,96.0
2365831,azusalos_angelesca,156.0
2365833,babylonsuffolkny,126.0
2365834,back_mountainluzernepa,66.0
2365835,bacliffgalvestontx,67.0
2365836,bad_axehuronmi,48.0
2365837,badenbeaverpa,23.0
2365841,baileynashnc,24.0
2365845,bainbridge_islandkitsapwa,207.0
2365848,bainbridgerossoh,13.0
2365850,baker_citybakeror,62.0
2365852,bakerokaloosafl,56.0
2365854,bakersfieldkernca,1809.0
2365855,bakersvillemitchellnc,125.0
2365856,bal_harbourmiami_dadefl,362.0
2365857,balch_springsdallastx,120.0
2365859,bald_head_islandbrunswicknc,97.0
2365860,bald_knobwhitear,21.0
2365861,baldwin_citydouglasks,49.0
2365862,baldwin_parklos_angelesca,134.0
2365865,baldwinbanksga,27.0
2365868,baldwinnassauny,369.0
2365869,baldwinsaint_croixwi,40.0
2365877,ballstonsaratogany,49.0
2365878,ballwinsaint_louismo,217.0
2365882,baltimorebaltimore_citymd,4485.0
2365886,banderabanderatx,123.0
2365887,bandoncoosor,101.0
2365891,bangornorthamptonpa,39.0
2365892,bangorpenobscotme,218.0
2365893,bangorvan_burenmi,12.0
2365896,banner_elkaverync,341.0
2365898,banningriversideca,299.0
2365899,bannockburnlakeil,14.0
2365900,bar_harborhancockme,67.0
2365902,baraboosaukwi,130.0
2365905,barbertonclarkwa,54.0
2365906,barbertonsummitoh,146.0
2365909,barboursvillegreeneva,58.0
2365911,bardstownnelsonky,231.0
2365912,bargersvillejohnsonin,55.0
2365915,barkhamstedlitchfieldct,39.0
2365922,barnesvillelamarga,24.0
2365923,barnettmorganmo,27.0
2365925,barnhartjeffersonmo,111.0
2365926,barnstablebarnstablema,932.0
2365927,barnsteadbelknapnh,66.0
2365934,barrewashingtonvt,119.0
2365935,barrington_hillscookil,120.0
2365936,barringtonbristolri,154.0
2365937,barringtoncamdennj,51.0
2365938,barringtoncookil,123.0
2365941,barronbarronwi,37.0
2365942,barrytonmecostami,45.0
2365943,barstowsan_bernardinoca,136.0
2365946,bartlesvillewashingtonok,341.0
2365948,bartlettdu_pageil,302.0
2365949,bartlettshelbytn,324.0
2365953,bartonvillepeoriail,35.0
2365956,basalteagleco,164.0
2365957,basehorleavenworthks,87.0
2365961,bass_river_townshipburlingtonnj,23.0
2365962,bassetthenryva,85.0
2365964,bastropbastroptx,160.0
2365965,bastropmorehousela,103.0
2365966,bataviaclermontoh,189.0
2365967,bataviakaneil,201.0
2365969,batesburg_leesvillelexingtonsc,50.0
2365971,batesvillepanolams,93.0
2365972,batesvilleripleyin,40.0
2365973,bath_springsdecaturtn,25.0
2365974,bath_townshipclintonmi,70.0
2365975,bathbeaufortnc,47.0
2365977,bathsagadahocme,78.0
2365979,battle_creekcalhounmi,336.0
2365980,battle_groundclarkwa,307.0
2365986,baxter_springscherokeeks,49.0
2365987,baxtercrow_wingmn,114.0
2365989,baxterputnamtn,66.0
2365990,bay_citybaymi,50.0
2365991,bay_citymatagordatx,145.0
2365993,bay_harbor_islandsmiami_dadefl,179.0
2365994,bay_headoceannj,34.0
2365995,bay_hillorangefl,87.0
2365996,bay_minettebaldwinal,97.0
2365998,bay_saint_louishancockms,131.0
2366004,bayfieldla_plataco,183.0
2366005,bayonnehudsonnj,323.0
2366007,bayou_vistagalvestontx,58.0
2366010,baytownharristx,415.0
2366011,bayvillenassauny,48.0
2366016,beach_parklakeil,87.0
2366017,beachwoodcuyahogaoh,73.0
2366018,beachwoodoceannj,115.0
2366019,beacon_fallsnew_havenct,55.0
2366020,beacondutchessny,80.0
2366021,bealetonfauquierva,35.0
2366024,bear_lakemanisteemi,40.0
2366025,bearnew_castlede,266.0
2366029,beaufortbeaufortsc,340.0
2366030,beaufortcarteretnc,272.0
2366032,beaumontjeffersontx,617.0
2366033,beaumontriversideca,388.0
2366034,beaver_damdodgewi,189.0
2366035,beaver_fallsbeaverpa,46.0
2366037,beaverbeaverpa,33.0
2366038,beaverbeaverut,61.0
2366039,beavercreekclackamasor,21.0
2366040,beavercreekgreeneoh,230.0
2366042,beaverdamhanoverva,51.0
2366044,beavertongladwinmi,99.0
2366045,beavertonwashingtonor,642.0
2366047,beckersherburnemn,57.0
2366048,becketberkshirema,63.0
2366050,beckleyraleighwv,103.0
2366053,bedfordbedfordva,101.0
2366054,bedfordcuyahogaoh,129.0
2366055,bedfordhillsboroughnh,142.0
2366058,bedfordtarranttx,236.0
2366059,bedfordtrimbleky,28.0
2366060,bedminsterbuckspa,57.0
2366061,bedminstersomersetnj,64.0
2366062,bee_branchvan_burenar,13.0
2366064,beebewhitear,60.0
2366067,beech_grovemarionin,109.0
2366068,beech_mountainwatauganc,150.0
2366070,beecherwillil,88.0
2366074,beekmandutchessny,133.0
2366078,bel_airharfordmd,344.0
2366083,beldingioniami,81.0
2366084,belenvalencianm,195.0
2366085,belews_creekforsythnc,25.0
2366086,belfairmasonwa,68.0
2366088,belgradecamerontx,76.0
2366091,belhavenbeaufortnc,107.0
2366099,bella_vistabentonar,599.0
2366102,bellaireharristx,157.0
2366103,bellbrookgreeneoh,47.0
2366105,belle_chasseplaqueminesla,39.0
2366106,belle_gladepalm_beachfl,53.0
2366107,belle_havenaccomackva,10.0
2366108,belle_havenfairfaxva,37.0
2366109,belle_isleorangefl,68.0
2366112,belle_plainescottmn,87.0
2366116,belleair_beachpinellasfl,54.0
2366117,belleair_bluffspinellasfl,55.0
2366118,belleairpinellasfl,165.0
2366119,bellefontaine_neighborssaint_louismo,111.0
2366126,belleviewmarionfl,177.0
2366128,bellevilleessexnj,172.0
2366130,bellevillesaint_clairil,499.0
2366134,bellevuebrownwi,66.0
2366135,bellevuecampbellky,79.0
2366136,bellevueeatonmi,26.0
2366137,bellevuehuronoh,56.0
2366138,bellevuekingwa,680.0
2366140,bellevuesarpyne,402.0
2366141,bellflowerlos_angelesca,162.0
2366142,bellgilchristfl,76.0
2366143,bellinghamwhatcomwa,824.0
2366145,bellmawrcamdennj,81.0
2366148,bellmorenassauny,313.0
2366150,bellportsuffolkny,100.0
2366153,bellvilleaustintx,74.0
2366155,bellvuelarimerco,49.0
2366158,bellwoodcookil,95.0
2366159,belmarmonmouthnj,98.0
2366160,belmontbelknapnh,69.0
2366163,belmontgastonnc,209.0
2366164,belmontkentmi,113.0
2366170,belprewashingtonoh,35.0
2366172,beltonandersonsc,130.0
2366173,beltonbelltx,173.0
2366174,beltoncassmo,192.0
2366175,beltsvilleprince_georgesmd,134.0
2366176,belvedere_parkdekalbga,208.0
2366178,belvederemarinca,29.0
2366179,belviderebooneil,268.0
2366181,belviderewarrennj,58.0
2366185,bemidjibeltramimn,62.0
2366188,benbrooktarranttx,143.0
2366189,benddeschutesor,1428.0
2366190,beniciasolanoca,163.0
2366198,benningtondouglasne,91.0
2366200,bensalembuckspa,181.0
2366201,bensenvilledu_pageil,114.0
2366204,bensonjohnstonnc,127.0
2366209,benton_citybentonwa,33.0
2366210,benton_harborberrienmi,51.0
2366215,bentonbossierla,84.0
2366219,bentonsalinear,271.0
2366220,bentonvillebentonar,462.0
2366225,benzoniabenziemi,39.0
2366226,bereacuyahogaoh,145.0
2366227,bereamadisonky,230.0
2366228,bergenfieldbergennj,63.0
2366230,berkeley_heightsunionnj,73.0
2366231,berkeley_lakegwinnettga,21.0
2366232,berkeley_springsmorganwv,177.0
2366234,berkeleycookil,39.0
2366235,berkeleyoceannj,786.0
2366236,berkeleysaint_louismo,62.0
2366242,berlin_boroughcamdennj,69.0
2366243,berlin_centermahoningoh,18.0
2366245,berlin_townshipcamdennj,43.0
2366248,berlincoosnh,159.0
2366249,berlingreen_lakewi,45.0
2366250,berlinhartfordct,90.0
2366254,berlinworcestermd,461.0
2366255,bern_townshipberkspa,37.0
2366256,bernalillosandovalnm,60.0
2366257,bernards_townshipsomersetnj,155.0
2366259,bernardsvillesomersetnj,88.0
2366261,bernealbanyny,24.0
2366270,berryvilleclarkeva,48.0
2366273,berwickcolumbiapa,53.0
2366276,berwyncookil,161.0
2366278,bessemerjeffersonal,155.0
2366280,bethaltomadisonil,79.0
2366281,bethany_beachsussexde,138.0
2366284,bethanyharrisonmo,31.0
2366286,bethanynew_havenct,48.0
2366287,bethanyoklahomaok,92.0
2366291,bethel_parkalleghenypa,181.0
2366296,bethelclermontoh,69.0
2366298,bethelsullivanny,95.0
2366299,bethelwindsorvt,23.0
2366301,bethlehem_townshiphunterdonnj,22.0
2366302,bethlehem_townshipnorthamptonpa,99.0
2366303,bethlehemalbanyny,154.0
2366304,bethlehembarrowga,109.0
2366305,bethlehemgraftonnh,30.0
2366306,bethlehemlitchfieldct,35.0
2366307,bethlehemnorthamptonpa,399.0
2366309,bethpagenassauny,100.0
2366313,beulahbenziemi,75.0
2366315,beulavilleduplinnc,41.0
2366316,beverly_hillscitrusfl,475.0
2366317,beverly_hillslos_angelesca,183.0
2366319,beverly_hillsoaklandmi,85.0
2366320,beverlyburlingtonnj,25.0
2366321,beverlyessexma,169.0
2366326,big_bear_citysan_bernardinoca,342.0
2366327,big_bear_lakesan_bernardinoca,229.0
2366330,big_coppitt_keymonroefl,42.0
2366332,big_lakesherburnemn,132.0
2366333,big_pine_keymonroefl,118.0
2366339,big_sandybentontn,25.0
2366340,big_sandyupshurtx,27.0
2366348,billericamiddlesexma,185.0
2366350,billingsyellowstonemt,388.0
2366351,biloxiharrisonms,362.0
2366355,birchwoodbarronwi,43.0
2366356,birchwoodmeigstn,39.0
2366358,birdsboroberkspa,56.0
2366360,birminghamjeffersonal,1238.0
2366361,birminghamoaklandmi,294.0
2366366,bishopinyoca,66.0
2366367,bishopnuecestx,15.0
2366368,bishopvilleleesc,34.0
2366369,bishopvilleworcestermd,33.0
2366373,bitelynewaygomi,20.0
2366377,bixbytulsaok,305.0
2366378,black_canyon_cityyavapaiaz,18.0
2366381,black_forestel_pasoco,199.0
2366385,black_river_fallsjacksonwi,62.0
2366387,blackfootbinghamid,99.0
2366388,blacklick_estatesfranklinoh,71.0
2366390,blacklickfranklinoh,147.0
2366392,blacksburgcherokeesc,41.0
2366393,blacksburgmontgomeryva,202.0
2366394,blackshearpiercega,66.0
2366396,blackstonenottowayva,28.0
2366397,blackstoneworcesterma,50.0
2366400,blackwoodcamdennj,35.0
2366403,blaineanokamn,356.0
2366405,blainewhatcomwa,263.0
2366406,blair_townshipblairpa,24.0
2366410,blairstownwarrennj,52.0
2366412,blairsvilleunionga,421.0
2366414,blairwashingtonne,90.0
2366419,blancoblancotx,73.0
2366426,bloomerchippewawi,67.0
2366427,bloomfield_hillsoaklandmi,650.0
2366428,bloomfieldessexnj,225.0
2366430,bloomfieldhartfordct,132.0
2366432,bloomfieldsan_juannm,67.0
2366438,bloomingdaledu_pageil,208.0
2366439,bloomingdaleeffinghamga,60.0
2366441,bloomingdalepassaicnj,65.0
2366444,bloomingtonhennepinmn,383.0
2366445,bloomingtonmcleanil,544.0
2366446,bloomingtonmonroein,488.0
2366447,bloomingtonsan_bernardinoca,59.0
2366448,bloomsburgcolumbiapa,25.0
2366449,bloomsburyhunterdonnj,27.0
2366452,blounts_creekbeaufortnc,21.0
2366454,blountvillesullivantn,71.0
2366455,blowing_rockwatauganc,269.0
2366456,bloxomaccomackva,14.0
2366458,blue_bellmontgomerypa,67.0
2366461,blue_hillhancockme,93.0
2366462,blue_islandcookil,77.0
2366464,blue_moundsdanewi,19.0
2366467,blue_pointsuffolkny,47.0
2366470,blue_ridgebotetourtva,35.0
2366472,blue_ridgefanninga,322.0
2366473,blue_springsjacksonmo,464.0
2366476,bluemontclarkeva,34.0
2366477,bluff_citysullivantn,44.0
2366478,bluffdalesalt_lakeut,46.0
2366480,blufftonbeaufortsc,735.0
2366483,blytheriversideca,88.0
2366485,blythewoodrichlandsc,267.0
2366487,boardmanmahoningoh,270.0
2366488,boazmarshallal,59.0
2366490,boca_ratonpalm_beachfl,3612.0
2366491,bodega_baysonomaca,22.0
2366493,boernekendalltx,634.0
2366496,bogartoconeega,183.0
2366505,boiling_springsspartanburgsc,273.0
2366507,boiseadaid,1856.0
2366512,bolingbrookwillil,370.0
2366514,bolivarhardemantn,16.0
2366516,bolivarpolkmo,231.0
2366518,boltontollandct,24.0
2366519,boltonwarrenny,81.0
2366520,boltonworcesterma,56.0
2366521,bon_airchesterfieldva,119.0
2366523,bonairehoustonga,193.0
2366527,bondurantpolkia,32.0
2366529,bonhamfannintx,132.0
2366530,bonita_springsleefl,1558.0
2366531,bonitasan_diegoca,83.0
2366532,bonne_terresaint_francoismo,30.0
2366535,bonner_springswyandotteks,69.0
2366538,bonners_ferryboundaryid,103.0
2366539,bonney_lakepiercewa,349.0
2366540,bonocraigheadar,36.0
2366541,bonsallsan_diegoca,52.0
2366542,boonebooneia,142.0
2366543,boones_millfranklinva,43.0
2366545,boonewatauganc,476.0
2366546,boonsborowashingtonmd,53.0
2366547,boonton_townshipmorrisnj,51.0
2366548,boontonmorrisnj,62.0
2366549,boonvillecoopermo,64.0
2366550,boonvillewarrickin,122.0
2366552,boothbay_harborlincolnme,39.0
2366553,boothbaylincolnme,54.0
2366554,boothwyndelawarepa,49.0
2366556,bordentown_townshipburlingtonnj,110.0
2366557,borgerhutchinsontx,26.0
2366558,boringclackamasor,50.0
2366562,boscobelgrantwi,17.0
2366563,bosque_farmsvalencianm,25.0
2366564,bossier_citybossierla,491.0
2366565,bosticrutherfordnc,41.0
2366568,bostonerieny,31.0
2366570,bostonsuffolkma,1799.0
2366571,bostonthomasga,26.0
2366574,boulder_cityclarknv,121.0
2366576,boulder_junctionvilaswi,27.0
2366577,boulderboulderco,1006.0
2366579,bound_brooksomersetnj,69.0
2366580,bountifuldavisut,198.0
2366582,bourbonnaiskankakeeil,184.0
2366584,bournebarnstablema,289.0
2366586,bowdoinhamsagadahocme,23.0
2366589,bowerbankpiscataquisme,27.0
2366592,bowieprince_georgesmd,562.0
2366596,bowling_greenpikemo,23.0
2366597,bowling_greenwarrenky,756.0
2366601,bowmerrimacknh,62.0
2366605,boyceclarkeva,28.0
2366614,boylstonworcesterma,32.0
2366616,boyne_fallscharlevoixmi,27.0
2366617,boynton_beachpalm_beachfl,2307.0
2366618,bozemangallatinmt,737.0
2366626,bradenton_beachmanateefl,94.0
2366627,bradentonmanateefl,3392.0
2366629,bradford_townshipmckeanpa,33.0
2366630,bradforddarkeoh,18.0
2366631,bradfordgibsontn,16.0
2366632,bradfordmerrimacknh,38.0
2366636,bradley_beachmonmouthnj,64.0
2366637,bradleykankakeeil,53.0
2366640,bradleysan_luis_obispoca,24.0
2366646,braidwoodwillil,24.0
2366647,brainerdcrow_wingmn,370.0
2366648,braintreenorfolkma,125.0
2366650,branchburgsomersetnj,90.0
2366652,branchvillesussexnj,41.0
2366653,brandenburgmeadeky,69.0
2366654,brandonhillsboroughfl,533.0
2366657,brandonrankinms,683.0
2366658,brandywineprince_georgesmd,152.0
2366659,branfordnew_havenct,252.0
2366660,branfordsuwanneefl,32.0
2366661,bransontaneymo,562.0
2366665,braseltonjacksonga,211.0
2366667,brasstownclaync,23.0
2366670,brawleyimperialca,47.0
2366671,brazilclayin,103.0
2366672,brazoriabrazoriatx,87.0
2366673,breaorangeca,149.0
2366675,breckenridge_hillssaint_louismo,26.0
2366677,breckenridgestephenstx,18.0
2366681,brecksvillecuyahogaoh,118.0
2366683,breezy_pointcrow_wingmn,62.0
2366685,bremenharalsonga,62.0
2366687,bremertonkitsapwa,434.0
2366689,brenhamwashingtontx,140.0
2366690,brentwoodalleghenypa,68.0
2366694,brentwoodsaint_louismo,113.0
2366695,brentwoodwilliamsontn,484.0
2366697,brethrenmanisteemi,19.0
2366699,brewerpenobscotme,55.0
2366701,brewster_hillputnamny,21.0
2366702,brewsterbarnstablema,209.0
2366705,brewtonescambiaal,46.0
2366706,briarcliff_manorwestchesterny,68.0
2366708,briarclifftravistx,33.0
2366710,brices_creekcravennc,44.0
2366713,brickoceannj,931.0
2366715,bridgehamptonsuffolkny,100.0
2366718,bridgeportfairfieldct,642.0
2366719,bridgeportharrisonwv,98.0
2366725,bridgeton_townshipbuckspa,10.0
2366726,bridgetoncumberlandnj,102.0
2366727,bridgetonsaint_louismo,116.0
2366728,bridgetownhamiltonoh,57.0
2366729,bridgeviewcookil,64.0
2366731,bridgevillesussexde,48.0
2366733,bridgewaterlitchfieldct,25.0
2366734,bridgewaterplymouthma,119.0
2366736,bridgewatersomersetnj,218.0
2366737,bridgmanberrienmi,37.0
2366738,briellemonmouthnj,81.0
2366740,brigantineatlanticnj,448.0
2366742,brigham_citybox_elderut,85.0
2366744,brighton_townshipbeaverpa,68.0
2366745,brightonadamsco,227.0
2366746,brightonessexvt,10.0
2366748,brightonjerseyil,49.0
2366750,brightonlivingstonmi,402.0
2366751,brightonmonroeny,122.0
2366755,brimfieldhampdenma,36.0
2366756,brimfieldpeoriail,12.0
